start end zns site_count
1000 2000 0.3235962257169288 47
2000 3000 0.3522733333333333 4
3000 4000 0.2107808333333334 9
4000 5000 0.31958536764705886 17
5000 6000 0.21805120000000006 26
6000 7000 0.5379581439393943 33
7000 8000 0.6221036655592477 43
8000 9000 0.516108471760799 43
9000 10000 0.19268450216450203 22
10000 11000 0.16877123809523809 21
11000 12000 0.23191090909090906 12
12000 13000 0.11942399999999999 6
13000 14000 0 0
14000 15000 0 0
15000 16000 0.1399502777777778 9
16000 17000 0.2583633809523808 21
17000 18000 0.2668596363636363 11
18000 19000 0.37507875862068984 30
19000 20000 0.60508185770751 23
20000 21000 0.5050294153225804 32
21000 22000 0.622674727061556 42
22000 23000 0.390725661764706 17
23000 24000 0.5320837894736843 20
24000 25000 0.4746868615384621 26
25000 26000 0.8482830769230766 13
26000 27000 0.7286711111111125 27
27000 28000 0.39801154411764667 17
28000 29000 0.6922457635467979 29
29000 30000 0.36830245614035134 19
30000 31000 0.4501538888888888 28
31000 32000 0.48263699604743066 23
32000 33000 0.4540292364532027 29
33000 34000 0.5492143478260871 24
34000 35000 0.3802776666666668 25
35000 36000 0.630289046153848 26
36000 37000 0.2915892982456139 19
37000 38000 0.4938734285714289 21
38000 39000 0.6355513333333345 25
39000 40000 0.477457619047619 15
40000 41000 0.44142650000000017 16
41000 42000 0.5700476315789469 20
42000 43000 0.6799469090909089 11
43000 44000 0.284807564102564 13
44000 45000 0.28203 10
45000 46000 0 0
46000 47000 0 0
47000 48000 0 0
48000 49000 0 0
49000 50000 0 0
50000 51000 0.3161278181818182 11
51000 52000 0.2543317777777778 10
52000 53000 0.8221927272727272 11
53000 54000 0.4988853333333333 10
54000 55000 0.5549908888888888 10
55000 56000 0.2476212121212122 12
56000 57000 0.46160015151515144 12
57000 58000 0.42385921568627505 18
58000 59000 0.28248249999999986 9
59000 60000 0.44093649999999984 16
60000 61000 0.6180936111111107 9
61000 62000 0.34565821428571447 8
62000 63000 0.1670752813852814 22
63000 64000 0.29193329004329005 22
64000 65000 0.21403661538461524 26
65000 66000 0.16079417582417585 14
66000 67000 0.3481263742690063 19
67000 68000 0.22871377777777777 10
68000 69000 0.2761310256410256 13
69000 70000 0.286257333333333 25
70000 71000 0.15177194444444436 9
71000 72000 0.16842352380952383 15
72000 73000 0.2835649802371543 23
73000 74000 0.19529073529411747 17
74000 75000 0.2194364069264069 22
75000 76000 0.48241945652173895 24
76000 77000 0.32491859605911333 29
77000 78000 0.598508187134503 19
78000 79000 0.4597448433048446 27
79000 80000 0.21496079772079774 27
80000 81000 0.248021431451613 32
81000 82000 0.29414691951896377 47
82000 83000 0.2862074410774406 55
83000 84000 0.3181263218390804 30
84000 85000 0.20288810344827574 29
85000 86000 0.37142800000000004 5
86000 87000 0.42639196283391223 42
87000 88000 0.6219785555555528 36
88000 89000 0.25614924999999994 16
89000 90000 0.47981772727272726 12
90000 91000 0.2164329310344828 29
91000 92000 0.3569314314516135 32
92000 93000 0.3257037433155077 34
93000 94000 0.18292525641025648 13
94000 95000 0.2979542857142856 7
95000 96000 0.26137147058823523 17
96000 97000 0.18355252747252748 14
97000 98000 0.2571711666666665 16
98000 99000 0.3386415555555556 10
99000 100000 0.40453416666666736 25
100000 101000 0.3572795555555555 10
101000 102000 0.35147615384615377 13
102000 103000 0.14195218181818178 11
103000 104000 0.26046805194805206 22
104000 105000 0.30383782051282066 13
105000 106000 0.31985999999999987 9
106000 107000 0.1968046666666666 10
107000 108000 0.27062744588744586 22
108000 109000 0.37724123809523824 15
109000 110000 0.3166282417582417 14
110000 111000 0.21768882352941188 18
111000 112000 0.21533648351648335 14
112000 113000 0.2908102380952383 21
113000 114000 0.5588832132132106 37
114000 115000 0.43561829787234013 47
115000 116000 0.47039403409090924 33
116000 117000 0.2608762298387089 32
117000 118000 0.2880072332015811 23
118000 119000 0.1991642068965517 30
119000 120000 0.4380533198380561 39
120000 121000 0.40116462857142565 50
121000 122000 0.3247532459677417 32
122000 123000 0.4807121000000005 25
123000 124000 0.2821211111111111 28
124000 125000 0.215056031372549 51
125000 126000 0.2804669842738209 47
126000 127000 0.23677892580287918 43
127000 128000 0.3070832620320859 34
128000 129000 0.28479574912892 42
129000 130000 0.279314532312924 49
130000 131000 0.26685846153846154 13
131000 132000 0.2704181818181819 12
132000 133000 0.2861949127445781 62
133000 134000 0.27584584615384616 26
134000 135000 0.4729703214535329 54
135000 136000 0.39852563636363864 45
136000 137000 0.4991886580086591 22
137000 138000 0.39343589473684215 20
138000 139000 0.5869816097560998 41
139000 140000 0.37297836336336543 37
140000 141000 0.4275995550527937 52
141000 142000 0.4338436336336338 37
142000 143000 0.3902560439560439 14
143000 144000 0.32792466666666664 6
144000 145000 0 0
145000 146000 0.3761284057971014 24
146000 147000 0.38459492436974785 35
147000 148000 0.3857646829268292 41
148000 149000 0.5107281453634086 57
149000 150000 0.2897306190476194 21
150000 151000 0.5207469354838735 32
151000 152000 0.2878691182795695 31
152000 153000 0.4690127272727269 11
153000 154000 0.42657648049645597 48
154000 155000 0.5145261111111123 45
155000 156000 0.30723623655914006 31
156000 157000 0.30953436842105286 20
157000 158000 0.27473328903654526 43
158000 159000 0.5055566666666667 3
159000 160000 0.31142800000000004 5
160000 161000 0.3634592727272727 11
161000 162000 0.44264605072463736 24
162000 163000 0.2626077777777777 10
163000 164000 0.33667056737588746 48
164000 165000 0.2717896666666666 16
165000 166000 0.2875349261083747 29
166000 167000 0.2734693406593408 14
167000 168000 0.3467746438746435 27
168000 169000 0.3066334285714288 15
169000 170000 0.3894921780303027 33
170000 171000 0.3023573563218386 30
171000 172000 0.32642754940711466 23
172000 173000 0.22252363157894742 20
173000 174000 0.23211557142857148 21
174000 175000 0.40826685714285726 21
175000 176000 0.5045462745098058 34
176000 177000 0.36841352941176486 17
177000 178000 0.3160708571428571 15
178000 179000 0.3095430000000003 25
179000 180000 0.47130537931034566 30
180000 181000 0.5194504033613454 35
181000 182000 0.5570447222222221 9
182000 183000 0.18622213793103426 30
183000 184000 0.44101945945946097 37
184000 185000 0.3945277896613194 34
185000 186000 0.3818624624624624 37
186000 187000 0.42403072938689185 44
187000 188000 0.3969124777183602 34
188000 189000 0.44444 2
189000 190000 0.625 2
190000 191000 0.4981676784313756 51
191000 192000 0.5115303658536602 41
192000 193000 0.6658298941798967 28
193000 194000 0.46865295855855554 75
194000 195000 0.5506264580369865 38
195000 196000 0.5368433709273158 57
196000 197000 0.26320154621848685 35
197000 198000 0.3732790952380958 36
198000 199000 0.37185581845238114 64
199000 200000 0.30319609364081057 54
200000 201000 0.25843803954802225 60
201000 202000 0.26876037433155103 34
202000 203000 0.27308639682539654 36
203000 204000 0.2530357441077447 55
204000 205000 0.347332783216782 66
205000 206000 0 0
206000 207000 1 2
207000 208000 0 2
208000 209000 0 0
209000 210000 0.299254 5
210000 211000 0.21276833333333334 4
211000 212000 0 0
212000 213000 0 0
213000 214000 0 0
214000 215000 0.23253208791208785 14
215000 216000 0 0
216000 217000 0.3511569444444444 9
217000 218000 0 0
218000 219000 0 0
219000 220000 0 0
220000 221000 0 0
221000 222000 0 0
222000 223000 0 0
223000 224000 0 0
224000 225000 0 0
225000 226000 0.3858676923076929 27
226000 227000 0.32662320119352084 69
227000 228000 0.22454368921776025 44
228000 229000 0.24008512820512815 13
229000 230000 0.22636129629629612 28
230000 231000 0.2642323729603721 66
231000 232000 0.30228204374572787 77
232000 233000 0.3218801322751319 28
233000 234000 0.48223307553143435 67
234000 235000 0.4675332358003422 84
235000 236000 0.22503612078977916 42
236000 237000 0.3414088669950743 29
237000 238000 0.32781025551684073 42
238000 239000 0.28869762352941203 51
239000 240000 0.23458035714285713 8
240000 241000 0.2445916883116885 22
241000 242000 0.24881029027576154 53
242000 243000 0.26308022941970227 39
243000 244000 0.3264009309309318 37
244000 245000 0 0
245000 246000 0 0
246000 247000 0 0
247000 248000 0 0
248000 249000 0 0
249000 250000 1 2
250000 251000 0.28679648083623804 42
251000 252000 0.3973527758420448 42
252000 253000 0.32699558704453446 39
253000 254000 0.22749852631578943 20
254000 255000 0.35512149492017164 53
255000 256000 0.31352400297618943 64
256000 257000 0.33347552941176223 51
257000 258000 0.16185371794871797 13
258000 259000 0.2228416176470589 17
