start end zns site_count
298000 299000 0.42519700854700904 27
299000 300000 0.3746116129032259 32
300000 301000 0.6345428063241098 23
301000 302000 0.522986190476191 36
302000 303000 0.2814717417417429 37
303000 304000 0.4637618815331002 42
304000 305000 0.4446501000000001 25
305000 306000 0.3271637471264367 30
306000 307000 0.3205667142857139 21
307000 308000 0.407935246753246 56
308000 309000 0.28950120000000007 25
309000 310000 0.2811009993011882 54
310000 311000 0.36888999999999966 45
314000 315000 0.23930820035461 48
315000 316000 0.28705042307692297 40
316000 317000 0.39877739130434786 46
317000 318000 0.3888619569892483 31
318000 319000 0.326130597560978 41
319000 320000 0.7476207268951217 108
320000 321000 0.27972570854847917 84
321000 322000 0.38391547169811513 54
322000 323000 0.41560896086369825 39
311000 312000 0.8344351562525057 358
312000 313000 0.8043171250649119 329
313000 314000 0.7915527026544971 335
324000 325000 0.25426481818181834 45
325000 326000 0.329610150537635 31
326000 327000 0.2991674418604651 44
327000 328000 0.2220331939605113 42
328000 329000 0.4740897644230779 65
329000 330000 0.45286437246963696 39
331000 332000 0.3767513763440859 31
332000 333000 0.3453084931506854 73
333000 334000 0.492529780701754 57
334000 335000 0.9257133473179469 142
335000 336000 0.4669577195225896 69
336000 337000 0.2915816666666666 16
337000 338000 0.3515732097186696 69
338000 339000 0.3077356207482991 49
339000 340000 0.4836688686868677 45
340000 341000 0.4513765149359881 38
341000 342000 0.34185973076923054 65
342000 343000 0.3412520046620061 66
343000 344000 0.4859297333333348 51
344000 345000 0.4713882608695649 24
345000 346000 0.5262650272232314 58
346000 347000 0.47430211901306124 53
347000 348000 0.41107631048387067 32
349000 350000 0.2996358858858856 37
350000 351000 0.3438018775510202 50
351000 352000 0.4112924262295075 61
352000 353000 0.5109803678160931 30
353000 354000 0.6067040666666678 25
354000 355000 0.4741729390243903 41
355000 356000 0.4680186666666671 31
356000 357000 0.5537459340659341 14
357000 358000 0.4643478676470588 17
358000 359000 0.4633578191489356 48
359000 360000 0.4857615911730546 42
360000 361000 0.268653301960784 51
361000 362000 0.5427267439024389 41
362000 363000 0.5977557791754015 54
363000 364000 0.3640955238095239 15
364000 365000 0.47831391812865437 19
365000 366000 0.4690712333333338 25
366000 367000 0.5536365306122439 49
367000 368000 0.5793412820512811 27
368000 369000 0 0
369000 370000 1 3
370000 371000 0.33355333333333326 3
371000 372000 0.9656190476190482 21
372000 373000 0.6212646666666667 6
373000 374000 0 0
376000 377000 0.567725 4
377000 378000 0 0
378000 379000 0.1984233333333333 3
379000 380000 0 0
380000 381000 0.33698611111111115 9
381000 382000 3.3e-4 2
382000 383000 0.5565402222222219 10
383000 384000 0 0
384000 385000 0.26075750000000003 8
385000 386000 0.8848480000000001 6
386000 387000 0.6172828735632172 30
387000 388000 0.6871437684729078 29
388000 389000 0.7888304521276621 48
389000 390000 0.9253644444444443 9
390000 391000 0.3363622222222222 28
391000 392000 0.3342391485986252 62
392000 393000 0.2859146497175138 60
393000 394000 0.3203807692307692 53
394000 395000 0.21929572463768077 69
395000 396000 0.22821533333333388 40
396000 397000 0.3045319155844156 56
397000 398000 0.30800807475678277 63
398000 399000 0.6379270508982022 168
399000 400000 0.3047132670952668 59
400000 401000 0.26201144110275815 57
401000 402000 0.2553969462365589 31
402000 403000 0.3362409356725148 19
403000 404000 0.26800121693121676 28
404000 405000 0.37172137931034416 30
405000 406000 0.20031793333333345 25
406000 407000 0.2566805228758169 18
407000 408000 0.23680696969696968 12
408000 409000 0.2784373122529644 23
409000 410000 0.2049124505928854 23
410000 411000 0.2626361029411765 17
411000 412000 0.35018790849673187 18
412000 413000 0.4415199264705883 17
413000 414000 0.7846434333333323 25
414000 415000 0.6341865942028981 24
415000 416000 0.5425373593073597 22
416000 417000 0.8246223172905521 34
417000 418000 0.844000711538461 65
418000 419000 0.455295803382665 44
419000 420000 0.9006657489878543 39
421000 422000 0.4996137878787877 12
422000 423000 0.5869171092436969 35
423000 424000 0.9749999999999998 16
430000 431000 0.9081615942028988 24
431000 432000 0.933768888888889 27
432000 433000 0.9409922307692249 40
433000 434000 0.8802230769230727 40
434000 435000 0.6771016129032251 32
435000 436000 0.48668813186813176 14
436000 437000 0.4395202222222221 10
437000 438000 0.6670510256410256 13
439000 440000 0.8892995604395608 14
440000 441000 0.6319257352941181 17
441000 442000 0.4941561140819972 34
442000 443000 0.5468611111111111 19
443000 444000 0.8107884666666673 25
444000 445000 0.8637378787878792 12
445000 446000 0.6212727536231885 24
446000 447000 0.30017914285714326 21
450000 451000 0.8519713043478259 24
451000 452000 0.6487941025641025 13
452000 453000 0.8969672380952385 21
453000 454000 0.8228808377896606 34
459000 460000 0.7438266190476195 21
460000 461000 0.8905556842105266 20
461000 462000 0.7637293684210527 20
462000 463000 0.8484857333333341 25
463000 464000 0.7494455238095241 21
464000 465000 0.8667385964912282 19
467000 468000 0.9697668168168145 37
468000 469000 0.8094032473118261 31
469000 470000 0.6061775798319341 35
470000 471000 0.8772939130434785 23
471000 472000 0.7182271428571432 15
472000 473000 0.8041600403225795 32
473000 474000 0.6733938359788365 28
492000 493000 0.788809387755093 49
493000 494000 0.6745662019914653 38
494000 495000 0.8415048793363479 52
518000 519000 0.8813314616096156 47
524000 525000 0.5859773847517682 48
528000 529000 0.6611279999999998 21
529000 530000 0.45419221523410885 54
531000 532000 0.8298930121951208 41
532000 533000 0.852507107692308 26
542000 543000 0.9147873684210528 19
561000 562000 0.15678627705627707 22
579000 580000 0.9196345959183612 50
580000 581000 0.7981966282051237 40
581000 582000 0.37454862318840626 24
